status,message,id,terrestrial_date,ls,season,min_temp,max_temp,pressure,pressure_string,abs_humidity,wind_speed,atmo_opacity,sunrise,sunset,local_uv_irradiance_index,min_gts_temp,max_gts_temp,wind_direction,sol,unitOfMeasure,TZ_Data
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200,NaN,1.00,2012-08-07T00:00:00.000Z,150.00,Month 6,NaN,NaN,NaN,Lower,NaN,NaN,Sunny,05:30,17:22,NaN,NaN,NaN,NaN,1.00,Celsius,America/Port_of_Spain
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200,NaN,754.00,2014-11-17T00:00:00.000Z,234.00,Month 8,-71.00,-6.00,900.00,Higher,NaN,NaN,Sunny,05:30,17:45,Moderate,-71.00,4.00,NaN,811.00,Celsius,America/Port_of_Spain
200,NaN,755.00,2014-11-18T00:00:00.000Z,235.00,Month 8,-75.00,3.00,902.00,Higher,NaN,NaN,Sunny,05:31,17:45,Moderate,-72.00,4.00,NaN,812.00,Celsius,America/Port_of_Spain
200,NaN,756.00,2014-11-19T00:00:00.000Z,236.00,Month 8,-67.00,2.00,904.00,Higher,NaN,NaN,Sunny,05:31,17:46,Moderate,-69.00,2.00,NaN,813.00,Celsius,America/Port_of_Spain
200,NaN,757.00,2014-11-20T00:00:00.000Z,236.00,Month 8,-68.00,-3.00,902.00,Higher,NaN,NaN,Sunny,05:32,17:46,Moderate,-70.00,3.00,NaN,814.00,Celsius,America/Port_of_Spain
200,NaN,759.00,2014-11-21T00:00:00.000Z,237.00,Month 8,-69.00,-8.00,905.00,Higher,NaN,NaN,Sunny,05:32,17:47,Moderate,-69.00,3.00,NaN,815.00,Celsius,America/Port_of_Spain
200,NaN,758.00,2014-11-22T00:00:00.000Z,238.00,Month 8,-74.00,-7.00,909.00,Higher,NaN,NaN,Sunny,05:33,17:48,Moderate,-69.00,3.00,NaN,816.00,Celsius,America/Port_of_Spain
200,NaN,761.00,2014-11-23T00:00:00.000Z,238.00,Month 8,-69.00,0.00,913.00,Higher,NaN,NaN,Sunny,05:33,17:48,Moderate,-70.00,2.00,NaN,817.00,Celsius,America/Port_of_Spain
200,NaN,760.00,2014-11-24T00:00:00.000Z,239.00,Month 8,-68.00,0.00,914.00,Higher,NaN,NaN,Sunny,05:34,17:49,Moderate,-72.00,4.00,NaN,818.00,Celsius,America/Port_of_Spain
200,NaN,763.00,2014-11-25T00:00:00.000Z,240.00,Month 9,-71.00,0.00,913.00,Higher,NaN,NaN,Sunny,05:34,17:50,Moderate,-70.00,4.00,NaN,819.00,Celsius,America/Port_of_Spain
200,NaN,765.00,2014-11-26T00:00:00.000Z,240.00,Month 9,-68.00,-1.00,910.00,Higher,NaN,NaN,Sunny,05:35,17:50,Moderate,-69.00,2.00,NaN,820.00,Celsius,America/Port_of_Spain
200,NaN,762.00,2014-11-27T00:00:00.000Z,241.00,Month 9,-68.00,2.00,910.00,Higher,NaN,NaN,Sunny,05:35,17:51,Moderate,-69.00,1.00,NaN,821.00,Celsius,America/Port_of_Spain
200,NaN,764.00,2014-11-28T00:00:00.000Z,242.00,Month 9,-71.00,1.00,911.00,Higher,NaN,NaN,Sunny,05:36,17:51,Moderate,-71.00,3.00,NaN,822.00,Celsius,America/Port_of_Spain
200,NaN,766.00,2014-11-29T00:00:00.000Z,242.00,Month 9,-69.00,0.00,912.00,Higher,NaN,NaN,Sunny,05:37,17:52,Moderate,-71.00,2.00,NaN,823.00,Celsius,America/Port_of_Spain
200,NaN,768.00,2014-11-30T00:00:00.000Z,243.00,Month 9,-67.00,2.00,914.00,Higher,NaN,NaN,Sunny,05:37,17:53,Moderate,-69.00,2.00,NaN,824.00,Celsius,America/Port_of_Spain
200,NaN,767.00,2014-12-01T00:00:00.000Z,243.00,Month 9,-67.00,1.00,914.00,Higher,NaN,NaN,Sunny,05:38,17:53,Moderate,-69.00,3.00,NaN,825.00,Celsius,America/Port_of_Spain
200,NaN,770.00,2014-12-02T00:00:00.000Z,244.00,Month 9,-68.00,0.00,914.00,Higher,NaN,NaN,Sunny,05:38,17:54,Moderate,-70.00,3.00,NaN,826.00,Celsius,America/Port_of_Spain
200,NaN,769.00,2014-12-03T00:00:00.000Z,245.00,Month 9,-68.00,0.00,911.00,Higher,NaN,NaN,Sunny,05:39,17:55,Moderate,-68.00,2.00,NaN,827.00,Celsius,America/Port_of_Spain
200,NaN,771.00,2014-12-04T00:00:00.000Z,245.00,Month 9,-71.00,-1.00,914.00,Higher,NaN,NaN,Sunny,05:39,17:55,Moderate,-69.00,3.00,NaN,828.00,Celsius,America/Port_of_Spain
200,NaN,773.00,2014-12-05T00:00:00.000Z,246.00,Month 9,-71.00,-2.00,914.00,Higher,NaN,NaN,Sunny,05:40,17:56,Moderate,-70.00,3.00,NaN,829.00,Celsius,America/Port_of_Spain
200,NaN,772.00,2014-12-06T00:00:00.000Z,247.00,Month 9,-68.00,-1.00,918.00,Higher,NaN,NaN,Sunny,05:41,17:57,Moderate,-70.00,3.00,NaN,830.00,Celsius,America/Port_of_Spain
200,NaN,774.00,2014-12-07T00:00:00.000Z,247.00,Month 9,-68.00,-6.00,920.00,Higher,NaN,NaN,Sunny,05:41,17:57,Moderate,-70.00,3.00,NaN,831.00,Celsius,America/Port_of_Spain
200,NaN,775.00,2014-12-08T00:00:00.000Z,248.00,Month 9,-68.00,-2.00,924.00,Higher,NaN,NaN,Sunny,05:42,17:58,Moderate,-70.00,4.00,NaN,832.00,Celsius,America/Port_of_Spain
200,NaN,776.00,2014-12-09T00:00:00.000Z,249.00,Month 9,-69.00,-1.00,923.00,Higher,NaN,NaN,Sunny,05:42,17:59,Moderate,-72.00,4.00,NaN,833.00,Celsius,America/Port_of_Spain
200,NaN,777.00,2014-12-11T00:00:00.000Z,249.00,Month 9,-68.00,-3.00,918.00,Higher,NaN,NaN,Sunny,05:43,18:00,High,-72.00,4.00,NaN,834.00,Celsius,America/Port_of_Spain
200,NaN,780.00,2014-12-12T00:00:00.000Z,250.00,Month 9,-69.00,-1.00,917.00,Higher,NaN,NaN,Sunny,05:44,18:00,High,-72.00,4.00,NaN,835.00,Celsius,America/Port_of_Spain
200,NaN,778.00,2014-12-13T00:00:00.000Z,251.00,Month 9,-69.00,-1.00,916.00,Higher,NaN,NaN,Sunny,05:44,18:01,Moderate,-72.00,5.00,NaN,836.00,Celsius,America/Port_of_Spain
200,NaN,779.00,2014-12-14T00:00:00.000Z,251.00,Month 9,-69.00,4.00,916.00,Higher,NaN,NaN,Sunny,05:45,18:02,Moderate,-71.00,6.00,NaN,837.00,Celsius,America/Port_of_Spain
200,NaN,782.00,2014-12-15T00:00:00.000Z,252.00,Month 9,-69.00,-1.00,917.00,Higher,NaN,NaN,Sunny,05:45,18:02,Low,-70.00,4.00,NaN,838.00,Celsius,America/Port_of_Spain
200,NaN,781.00,2014-12-16T00:00:00.000Z,253.00,Month 9,-70.00,-1.00,917.00,Higher,NaN,NaN,Sunny,05:46,18:03,Low,-70.00,2.00,NaN,839.00,Celsius,America/Port_of_Spain
200,NaN,783.00,2014-12-17T00:00:00.000Z,253.00,Month 9,-74.00,-4.00,913.00,Higher,NaN,NaN,Sunny,05:47,18:04,Low,-71.00,3.00,NaN,840.00,Celsius,America/Port_of_Spain
200,NaN,784.00,2014-12-18T00:00:00.000Z,254.00,Month 9,-75.00,-7.00,914.00,Higher,NaN,NaN,Sunny,05:47,18:04,Low,-71.00,5.00,NaN,841.00,Celsius,America/Port_of_Spain
200,NaN,790.00,2014-12-19T00:00:00.000Z,255.00,Month 9,-69.00,-6.00,914.00,Higher,NaN,NaN,Sunny,05:48,18:05,Moderate,-70.00,5.00,NaN,842.00,Celsius,America/Port_of_Spain
200,NaN,793.00,2014-12-20T00:00:00.000Z,255.00,Month 9,-69.00,1.00,916.00,Higher,NaN,NaN,Sunny,05:49,18:06,Low,-72.00,4.00,NaN,843.00,Celsius,America/Port_of_Spain
200,NaN,788.00,2014-12-21T00:00:00.000Z,256.00,Month 9,-68.00,5.00,917.00,Higher,NaN,NaN,Sunny,05:49,18:07,Low,-70.00,3.00,NaN,844.00,Celsius,America/Port_of_Spain
200,NaN,786.00,2014-12-22T00:00:00.000Z,257.00,Month 9,-73.00,0.00,920.00,Higher,NaN,NaN,Sunny,05:50,18:07,Moderate,-71.00,3.00,NaN,845.00,Celsius,America/Port_of_Spain
200,NaN,785.00,2014-12-23T00:00:00.000Z,257.00,Month 9,-74.00,-7.00,925.00,Higher,NaN,NaN,Sunny,05:51,18:08,Moderate,-73.00,3.00,NaN,846.00,Celsius,America/Port_of_Spain
200,NaN,791.00,2014-12-24T00:00:00.000Z,258.00,Month 9,-69.00,-8.00,918.00,Higher,NaN,NaN,Sunny,05:51,18:09,Moderate,-73.00,4.00,NaN,847.00,Celsius,America/Port_of_Spain
200,NaN,792.00,2014-12-25T00:00:00.000Z,258.00,Month 9,-69.00,-4.00,918.00,Higher,NaN,NaN,Sunny,05:52,18:10,Moderate,-73.00,3.00,NaN,848.00,Celsius,America/Port_of_Spain
200,NaN,787.00,2014-12-26T00:00:00.000Z,259.00,Month 9,-69.00,-1.00,918.00,Higher,NaN,NaN,Sunny,05:53,18:10,Moderate,-72.00,2.00,NaN,849.00,Celsius,America/Port_of_Spain
200,NaN,789.00,2014-12-27T00:00:00.000Z,260.00,Month 9,-68.00,-1.00,918.00,Higher,NaN,NaN,Sunny,05:53,18:11,Low,-70.00,2.00,NaN,850.00,Celsius,America/Port_of_Spain
200,NaN,794.00,2014-12-28T00:00:00.000Z,260.00,Month 9,-68.00,-6.00,919.00,Higher,NaN,NaN,Sunny,05:54,18:12,Low,-71.00,2.00,NaN,851.00,Celsius,America/Port_of_Spain
200,NaN,797.00,2014-12-29T00:00:00.000Z,261.00,Month 9,-73.00,-3.00,916.00,Higher,NaN,NaN,Sunny,05:55,18:12,Moderate,-72.00,4.00,NaN,852.00,Celsius,America/Port_of_Spain
200,NaN,796.00,2014-12-30T00:00:00.000Z,262.00,Month 9,-67.00,0.00,913.00,Higher,NaN,NaN,Sunny,05:55,18:13,Low,-69.00,2.00,NaN,853.00,Celsius,America/Port_of_Spain
200,NaN,798.00,2014-12-31T00:00:00.000Z,262.00,Month 9,-66.00,3.00,910.00,Higher,NaN,NaN,Sunny,05:56,18:14,Low,-70.00,2.00,NaN,854.00,Celsius,America/Port_of_Spain
200,NaN,799.00,2015-01-01T00:00:00.000Z,263.00,Month 9,-69.00,0.00,912.00,Higher,NaN,NaN,Sunny,05:57,18:15,Low,-70.00,3.00,NaN,855.00,Celsius,America/Port_of_Spain
200,NaN,795.00,2015-01-02T00:00:00.000Z,264.00,Month 9,-68.00,-3.00,912.00,Higher,NaN,NaN,Sunny,05:58,18:15,Moderate,-70.00,3.00,NaN,856.00,Celsius,America/Port_of_Spain
200,NaN,801.00,2015-01-03T00:00:00.000Z,264.00,Month 9,-76.00,0.00,911.00,Higher,NaN,NaN,Sunny,05:58,18:16,Moderate,-72.00,3.00,NaN,857.00,Celsius,America/Port_of_Spain
200,NaN,800.00,2015-01-04T00:00:00.000Z,265.00,Month 9,-73.00,-6.00,913.00,Higher,NaN,NaN,Sunny,05:59,18:17,Moderate,-72.00,4.00,NaN,858.00,Celsius,America/Port_of_Spain
200,NaN,802.00,2015-01-05T00:00:00.000Z,266.00,Month 9,-72.00,-8.00,915.00,Higher,NaN,NaN,Sunny,06:00,18:18,Moderate,-73.00,3.00,NaN,859.00,Celsius,America/Port_of_Spain
200,NaN,803.00,2015-01-06T00:00:00.000Z,266.00,Month 9,-69.00,-8.00,916.00,Higher,NaN,NaN,Sunny,06:00,18:18,Moderate,-71.00,3.00,NaN,860.00,Celsius,America/Port_of_Spain
200,NaN,804.00,2015-01-07T00:00:00.000Z,267.00,Month 9,-70.00,-7.00,917.00,Higher,NaN,NaN,Sunny,06:01,18:19,Moderate,-71.00,3.00,NaN,861.00,Celsius,America/Port_of_Spain
200,NaN,807.00,2015-01-08T00:00:00.000Z,268.00,Month 9,-70.00,-2.00,917.00,Higher,NaN,NaN,Sunny,06:02,18:20,Moderate,-73.00,11.00,NaN,862.00,Celsius,America/Port_of_Spain
200,NaN,805.00,2015-01-09T00:00:00.000Z,268.00,Month 9,-72.00,-13.00,916.00,Higher,NaN,NaN,Sunny,06:02,18:20,High,-72.00,3.00,NaN,863.00,Celsius,America/Port_of_Spain
200,NaN,806.00,2015-01-10T00:00:00.000Z,269.00,Month 9,-70.00,-1.00,914.00,Higher,NaN,NaN,Sunny,06:03,18:21,High,-76.00,3.00,NaN,864.00,Celsius,America/Port_of_Spain
200,NaN,808.00,2015-01-11T00:00:00.000Z,270.00,Month 10,-70.00,-5.00,913.00,Higher,NaN,NaN,Sunny,06:04,18:22,Moderate,-75.00,4.00,NaN,865.00,Celsius,America/Port_of_Spain
200,NaN,809.00,2015-01-12T00:00:00.000Z,270.00,Month 10,-71.00,-4.00,911.00,Higher,NaN,NaN,Sunny,06:05,18:22,Moderate,-73.00,4.00,NaN,866.00,Celsius,America/Port_of_Spain
200,NaN,810.00,2015-01-13T00:00:00.000Z,271.00,Month 10,-71.00,-2.00,910.00,Higher,NaN,NaN,Sunny,06:05,18:23,Moderate,-72.00,4.00,NaN,867.00,Celsius,America/Port_of_Spain
200,NaN,811.00,2015-01-14T00:00:00.000Z,271.00,Month 10,-71.00,-4.00,908.00,Higher,NaN,NaN,Sunny,06:06,18:24,Moderate,-71.00,3.00,NaN,868.00,Celsius,America/Port_of_Spain
200,NaN,812.00,2015-01-15T00:00:00.000Z,272.00,Month 10,-72.00,-4.00,906.00,Higher,NaN,NaN,Sunny,06:07,18:25,Moderate,-72.00,5.00,NaN,869.00,Celsius,America/Port_of_Spain
200,NaN,813.00,2015-01-17T00:00:00.000Z,273.00,Month 10,-74.00,-6.00,909.00,Higher,NaN,NaN,Sunny,06:07,18:25,Moderate,-75.00,4.00,NaN,870.00,Celsius,America/Port_of_Spain
200,NaN,814.00,2015-01-18T00:00:00.000Z,273.00,Month 10,-70.00,-7.00,903.00,Higher,NaN,NaN,Sunny,06:08,18:26,Moderate,-60.00,3.00,NaN,871.00,Celsius,America/Port_of_Spain
200,NaN,815.00,2015-01-19T00:00:00.000Z,274.00,Month 10,-72.00,1.00,902.00,Higher,NaN,NaN,Sunny,06:09,18:27,Moderate,-72.00,5.00,NaN,872.00,Celsius,America/Port_of_Spain
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200,NaN,816.00,2015-01-27T00:00:00.000Z,279.00,Month 10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,06:14,18:32,NaN,NaN,NaN,NaN,880.00,Celsius,America/Port_of_Spain
200,NaN,817.00,2015-01-28T00:00:00.000Z,280.00,Month 10,-73.00,-4.00,899.00,Higher,NaN,NaN,Sunny,06:15,18:32,Moderate,-74.00,4.00,NaN,881.00,Celsius,America/Port_of_Spain
200,NaN,818.00,2015-01-29T00:00:00.000Z,280.00,Month 10,-76.00,-6.00,901.00,Higher,NaN,NaN,Sunny,06:16,18:33,Moderate,-73.00,3.00,NaN,882.00,Celsius,America/Port_of_Spain
200,NaN,820.00,2015-01-30T00:00:00.000Z,281.00,Month 10,-74.00,-4.00,897.00,Higher,NaN,NaN,Sunny,06:16,18:34,Moderate,-74.00,3.00,NaN,883.00,Celsius,America/Port_of_Spain
200,NaN,821.00,2015-01-31T00:00:00.000Z,282.00,Month 10,-71.00,-5.00,897.00,Higher,NaN,NaN,Sunny,06:17,18:34,Moderate,-74.00,5.00,NaN,884.00,Celsius,America/Port_of_Spain
200,NaN,819.00,2015-02-01T00:00:00.000Z,282.00,Month 10,-71.00,-4.00,895.00,Higher,NaN,NaN,Sunny,06:18,18:35,Moderate,-73.00,4.00,NaN,885.00,Celsius,America/Port_of_Spain
200,NaN,823.00,2015-02-02T00:00:00.000Z,283.00,Month 10,-73.00,-6.00,894.00,Higher,NaN,NaN,Sunny,06:18,18:35,Moderate,-73.00,4.00,NaN,886.00,Celsius,America/Port_of_Spain
200,NaN,822.00,2015-02-03T00:00:00.000Z,284.00,Month 10,-73.00,-4.00,897.00,Higher,NaN,NaN,Sunny,06:19,18:36,Moderate,-73.00,5.00,NaN,887.00,Celsius,America/Port_of_Spain
200,NaN,824.00,2015-02-04T00:00:00.000Z,284.00,Month 10,-70.00,-5.00,896.00,Higher,NaN,NaN,Sunny,06:20,18:37,High,-74.00,3.00,NaN,888.00,Celsius,America/Port_of_Spain
200,NaN,825.00,2015-02-05T00:00:00.000Z,285.00,Month 10,-70.00,2.00,895.00,Higher,NaN,NaN,Sunny,06:20,18:37,High,-74.00,4.00,NaN,889.00,Celsius,America/Port_of_Spain
200,NaN,826.00,2015-02-06T00:00:00.000Z,286.00,Month 10,-72.00,-4.00,892.00,Higher,NaN,NaN,Sunny,06:21,18:38,High,-73.00,5.00,NaN,890.00,Celsius,America/Port_of_Spain
200,NaN,827.00,2015-02-07T00:00:00.000Z,286.00,Month 10,-72.00,-3.00,892.00,Higher,NaN,NaN,Sunny,06:21,18:38,High,-74.00,5.00,NaN,891.00,Celsius,America/Port_of_Spain
200,NaN,828.00,2015-02-08T00:00:00.000Z,287.00,Month 10,-71.00,-3.00,892.00,Higher,NaN,NaN,Sunny,06:22,18:39,High,-74.00,5.00,NaN,892.00,Celsius,America/Port_of_Spain
200,NaN,829.00,2015-02-09T00:00:00.000Z,287.00,Month 10,-72.00,2.00,890.00,Higher,NaN,NaN,Sunny,06:23,18:39,High,-73.00,4.00,NaN,893.00,Celsius,America/Port_of_Spain
200,NaN,830.00,2015-02-10T00:00:00.000Z,288.00,Month 10,-75.00,-4.00,891.00,Higher,NaN,NaN,Sunny,06:23,18:40,Moderate,-74.00,4.00,NaN,894.00,Celsius,America/Port_of_Spain
200,NaN,831.00,2015-02-11T00:00:00.000Z,289.00,Month 10,-72.00,-4.00,889.00,Higher,NaN,NaN,Sunny,06:24,18:40,High,-74.00,5.00,NaN,895.00,Celsius,America/Port_of_Spain
200,NaN,833.00,2015-02-12T00:00:00.000Z,289.00,Month 10,-70.00,1.00,888.00,Higher,NaN,NaN,Sunny,06:24,18:41,High,-73.00,8.00,NaN,896.00,Celsius,America/Port_of_Spain
200,NaN,832.00,2015-02-13T00:00:00.000Z,290.00,Month 10,-72.00,5.00,884.00,Higher,NaN,NaN,Sunny,06:25,18:41,High,-74.00,7.00,NaN,897.00,Celsius,America/Port_of_Spain
200,NaN,834.00,2015-02-14T00:00:00.000Z,291.00,Month 10,-72.00,2.00,883.00,Higher,NaN,NaN,Sunny,06:26,18:42,Very_High,-75.00,7.00,NaN,898.00,Celsius,America/Port_of_Spain
200,NaN,835.00,2015-02-15T00:00:00.000Z,291.00,Month 10,-75.00,-1.00,881.00,Higher,NaN,NaN,Sunny,06:26,18:42,High,-73.00,7.00,NaN,899.00,Celsius,America/Port_of_Spain
200,NaN,836.00,2015-02-16T00:00:00.000Z,292.00,Month 10,-70.00,1.00,883.00,Higher,NaN,NaN,Sunny,06:27,18:43,High,-75.00,7.00,NaN,900.00,Celsius,America/Port_of_Spain
200,NaN,837.00,2015-02-17T00:00:00.000Z,292.00,Month 10,-71.00,-2.00,885.00,Higher,NaN,NaN,Sunny,06:27,18:43,High,-74.00,11.00,NaN,901.00,Celsius,America/Port_of_Spain
200,NaN,838.00,2015-02-18T00:00:00.000Z,293.00,Month 10,-68.00,0.00,883.00,Higher,NaN,NaN,Sunny,06:28,18:44,High,-70.00,5.00,NaN,902.00,Celsius,America/Port_of_Spain
200,NaN,839.00,2015-02-19T00:00:00.000Z,294.00,Month 10,-71.00,-2.00,882.00,Higher,NaN,NaN,Sunny,06:28,18:44,High,-73.00,6.00,NaN,903.00,Celsius,America/Port_of_Spain
200,NaN,841.00,2015-02-20T00:00:00.000Z,294.00,Month 10,-71.00,0.00,878.00,Higher,NaN,NaN,Sunny,06:29,18:45,High,-74.00,8.00,NaN,904.00,Celsius,America/Port_of_Spain
200,NaN,840.00,2015-02-21T00:00:00.000Z,295.00,Month 10,-71.00,-2.00,880.00,Higher,NaN,NaN,Sunny,06:29,18:45,High,-75.00,8.00,NaN,905.00,Celsius,America/Port_of_Spain
200,NaN,843.00,2015-02-22T00:00:00.000Z,296.00,Month 10,-76.00,-3.00,878.00,Higher,NaN,NaN,Sunny,06:30,18:46,High,-75.00,9.00,NaN,906.00,Celsius,America/Port_of_Spain
200,NaN,842.00,2015-02-24T00:00:00.000Z,296.00,Month 10,-75.00,-1.00,879.00,Higher,NaN,NaN,Sunny,06:31,18:46,High,-75.00,8.00,NaN,907.00,Celsius,America/Port_of_Spain
200,NaN,844.00,2015-02-25T00:00:00.000Z,297.00,Month 10,-71.00,-3.00,883.00,Higher,NaN,NaN,Sunny,06:31,18:46,High,-75.00,8.00,NaN,908.00,Celsius,America/Port_of_Spain
200,NaN,845.00,2015-02-26T00:00:00.000Z,297.00,Month 10,-70.00,-2.00,878.00,Higher,NaN,NaN,Sunny,06:32,18:47,High,-75.00,8.00,NaN,909.00,Celsius,America/Port_of_Spain
200,NaN,847.00,2015-02-27T00:00:00.000Z,298.00,Month 10,-73.00,0.00,878.00,Higher,NaN,NaN,Sunny,06:32,18:47,High,-74.00,9.00,NaN,910.00,Celsius,America/Port_of_Spain
200,NaN,846.00,2015-02-28T00:00:00.000Z,299.00,Month 10,-70.00,0.00,874.00,Higher,NaN,NaN,Sunny,06:33,18:48,High,-75.00,8.00,NaN,911.00,Celsius,America/Port_of_Spain
200,NaN,849.00,2015-03-01T00:00:00.000Z,299.00,Month 10,-75.00,-4.00,875.00,Higher,NaN,NaN,Sunny,06:33,18:48,High,-76.00,8.00,NaN,912.00,Celsius,America/Port_of_Spain
200,NaN,848.00,2015-03-02T00:00:00.000Z,300.00,Month 11,-71.00,-4.00,871.00,Higher,NaN,NaN,Sunny,06:33,18:48,High,-70.00,10.00,NaN,913.00,Celsius,America/Port_of_Spain
200,NaN,850.00,2015-03-03T00:00:00.000Z,300.00,Month 11,-71.00,0.00,874.00,Higher,NaN,NaN,Sunny,06:34,18:49,High,-60.00,8.00,NaN,914.00,Celsius,America/Port_of_Spain
200,NaN,851.00,2015-03-04T00:00:00.000Z,301.00,Month 11,-71.00,-4.00,878.00,Higher,NaN,NaN,Sunny,06:34,18:49,High,-74.00,9.00,NaN,915.00,Celsius,America/Port_of_Spain
200,NaN,852.00,2015-03-05T00:00:00.000Z,302.00,Month 11,-71.00,-5.00,872.00,Higher,NaN,NaN,Sunny,06:35,18:49,High,-75.00,9.00,NaN,916.00,Celsius,America/Port_of_Spain
200,NaN,854.00,2015-03-06T00:00:00.000Z,302.00,Month 11,-76.00,-1.00,871.00,Higher,NaN,NaN,Sunny,06:35,18:50,High,-75.00,9.00,NaN,917.00,Celsius,America/Port_of_Spain
200,NaN,853.00,2015-03-07T00:00:00.000Z,303.00,Month 11,-71.00,0.00,867.00,Higher,NaN,NaN,Sunny,06:36,18:50,High,-76.00,9.00,NaN,918.00,Celsius,America/Port_of_Spain
200,NaN,855.00,2015-03-08T00:00:00.000Z,304.00,Month 11,-74.00,-3.00,870.00,Higher,NaN,NaN,Sunny,06:36,18:50,High,-74.00,9.00,NaN,919.00,Celsius,America/Port_of_Spain
200,NaN,856.00,2015-03-09T00:00:00.000Z,304.00,Month 11,-72.00,-2.00,868.00,Higher,NaN,NaN,Sunny,06:37,18:51,High,-74.00,9.00,NaN,920.00,Celsius,America/Port_of_Spain
200,NaN,857.00,2015-03-10T00:00:00.000Z,305.00,Month 11,-70.00,2.00,867.00,Higher,NaN,NaN,Sunny,06:37,18:51,High,-74.00,9.00,NaN,921.00,Celsius,America/Port_of_Spain
200,NaN,858.00,2015-03-11T00:00:00.000Z,305.00,Month 11,-73.00,-2.00,870.00,Higher,NaN,NaN,Sunny,06:37,18:51,Very_High,-75.00,9.00,NaN,922.00,Celsius,America/Port_of_Spain
200,NaN,859.00,2015-03-12T00:00:00.000Z,306.00,Month 11,-72.00,-5.00,867.00,Higher,NaN,NaN,Sunny,06:38,18:51,Very_High,-74.00,14.00,NaN,923.00,Celsius,America/Port_of_Spain
200,NaN,861.00,2015-03-13T00:00:00.000Z,307.00,Month 11,-74.00,-1.00,867.00,Higher,NaN,NaN,Sunny,06:38,18:52,Very_High,-79.00,10.00,NaN,924.00,Celsius,America/Port_of_Spain
200,NaN,860.00,2015-03-14T00:00:00.000Z,307.00,Month 11,-71.00,-2.00,862.00,Higher,NaN,NaN,Sunny,06:38,18:52,High,-75.00,9.00,NaN,925.00,Celsius,America/Port_of_Spain
200,NaN,862.00,2015-03-15T00:00:00.000Z,308.00,Month 11,-76.00,1.00,864.00,Higher,NaN,NaN,Sunny,06:39,18:52,High,-75.00,10.00,NaN,926.00,Celsius,America/Port_of_Spain
200,NaN,863.00,2015-03-16T00:00:00.000Z,308.00,Month 11,-76.00,-2.00,862.00,Higher,NaN,NaN,Sunny,06:39,18:52,Very_High,-75.00,11.00,NaN,927.00,Celsius,America/Port_of_Spain
200,NaN,864.00,2015-03-17T00:00:00.000Z,309.00,Month 11,-72.00,0.00,862.00,Higher,NaN,NaN,Sunny,06:40,18:53,Very_High,-74.00,9.00,NaN,928.00,Celsius,America/Port_of_Spain
